id,Reviews
102,很好的隔离霜，之前买过的用了，感觉应该可以，就给同事也回购了一瓶。同事也好开心。
103,很棒了的隔离霜，之前买过的用了，感觉棒极了，就给同事也回购了一瓶。同事也还OK。
104,买了就直接降价20，真的是不太好差评，太坑了。
105,买了就直接降价20，真的是差差评，太简陋了。
106,刚收到货 还没用开始气味很好闻 到时在评论
107,用了还不错，店家还送了两瓶卸妆水也好的没话说哦
108,用了好多了，店家还送了两瓶卸妆水也好开心哦
109,宝贝应该不错的 经常在**买东西 品质有保障 而且经常做活动 物美价廉 不错不错！
110,宝贝大爱呀 经常在**买东西 品质有保障 而且经常做活动 不贵 不错不错！
111,宝贝很实用 经常在**买东西 品质有保障 而且经常做赠品 非常不错 不错不错！
112,快递挺快的，用了一片了，目前挺好的
113,快递大哥人很好，用了一片了，目前很补水
114,多次购买了，效果不错哦，价格不算高
115,多次购买了，效果好多了哦，活动优惠
116,面膜精华多，保湿效果棒棒哒，非常适合干燥的春季使用
117,面膜美容液比较丰富，提亮肤色效果好，非常适合干燥的春季使用
118,超极好。还还送了1替换装。
119,买完就降价啦 非常失望
120,买完就降价啦 不大好
121,用了半个月了才来评价一个字值得推荐好好，值得拥有。??
122,与描述一致，这款透气性很一般但清洗很干净，气味优雅，一直在用，发货及时
123,与描述一致，这款泡沫少但控油效果很好，气味优雅，一直在用，发货及时
124,与描述一致，这款泡沫少但补水挺好，气味优雅，一直在用，快递真的快
125,与描述一致，这款泡沫少但补水效果还不错，问道可以，一直在用，物流神速
126,之前用的是她家另一款，用着不错，还推荐了同事，这次买这一款试试，希望好用，物流好快就到，到山西一天
127,面膜挺好的，一直喜欢用***的，而且天猫直送也很给力，给五星好评！
128,面膜应该可以，一直喜欢用***的，而且收货也完美，给五星好评！
129,面膜点赞，一直喜欢用***的，而且配送速度也很快，给很实在！
130,面膜瓶口方便，还多送的几片，
131,总体满意，一如既往的用这个牌子
132,点赞，香香抹了点在手上，感觉不错的，
133,太棒了，香香抹了点在手上，感觉美美哒的，
134,超喜欢，感觉好看，点32个赞！满足我的超级少女心
135,棒棒的，感觉超喜欢的，点32个赞！满足我的超级少女心
136,是真品，一直在它家买
137,挺满意，送了很多东西，婆婆妈一直用这个。
138,喜欢喜欢，卸妆效果非常好，用完会回购
139,真的不错，卸妆效果很一般，用完会回购
140,666，一直以来都是用的这款面膜！
141,一直选择****，现在感觉**的价格优势比不过~了，只剩下次日达还能安慰一下产品挺好用，老婆都说好
142,一直选择****，现在感觉**的价格优势比不过~了，只剩下次日达还能安慰一下产品滑滑的，老婆挺喜欢用的
143,好一点噢
144,面膜很好用，水份充足！
145,面膜很好用，营养液很充足！
146,真的，一直信赖**，可以放心购买
147,价买的，看见评价都不错，瓶子很漂亮，但是瓶口没有密封口，有待改进。
148,增品买的，看见评价都不错，盒子很漂亮，但是瓶口没有密封口，有待改进。
149,活动买的，看见评价都不错，瓶子很漂亮，但是塑封袋没有密封口，有待改进。
150,面膜比较补水，好的很
151,面膜还不错，看起来不错
152,买一赠一，炒鸡划算，看了一下，正好适合孩子的肤质使用，必须下手啊
153,超级好用，已经是第二次回购了，之前一直在用，遮瑕效果也特别好，不会掉粉
154,非常好用，已经是第二次回购了，之前一直在用，遮瑕效果也不是特别白，很柔滑
155,可以哦，已经是第二次回购了，之前一直在用，提亮效果也不错，白白嫩嫩的
156,洗完脸太裸妆了，我感觉不太适合我，看个人肤质，建议慎重考虑
157,洗完脸长痘，我感觉有点失望我，看个人肤质，建议慎重考虑
158,一直信赖**，发货和送货速度都很快，快递小哥也很好，以后还是**
159,一直信赖**，发货和快递都很快，物流也杠杠的，以后还是**
160,一直信赖**，快递员和快递员都很细心，快递小个也很是给力，以后还是**
161,用过***的还有一种，很好用，想试一试这一款
162,快递特别快而且质量不错，已经是第二次购买了
163,发货好快而且质量赞，已经是第二次购买了
164,很好，蛮快的，还会继续支持**。加油加油加油
165,适合，太快了，还会继续支持**。加油加油加油
166,真的很好用，很自然。不干涩，好推开。用了好多年了！
167,真的很好用，很自然。非常舒服，很丰富。用了好多年了！
168,真的就是好，很自然。不长闭合，贴合皮肤。用了好多年了！
169,真的很实用，有光泽。比较有气色，哑光质感。用了好多年了！
170,好极了 女朋友和。喜欢 下次还会再来的 没毛病 一如继往挺好的
171,好极了 女朋友和。还可以 下次还会再来的 没毛病 一如继往好的
172,好开心 女朋友和。很好的 下次还会再来的 妥妥的 一如继往好评
173,用着很好 女朋友和。是正品 下次还会再来的 不错哦 一如继往完美
174,满意，非常喜欢，谢谢亲爱的卖家
175,很高大上，比较满意，谢谢亲爱的卖家
176,好用又便宜 大爱呀
177,好用又便宜 比较喜欢
178,挺流的又便宜 超级满意
179,洗面奶真心不错，洗完脸以后滑滑的清凉，物流也是超快的
180,洗面奶真心不错，洗完脸以后滑滑的没有出现过敏，物流也是超快的
181,洗面奶赞一个，洗完脸以后好舒服非常舒服，物流也是很快的
182,洗面奶很棒，洗完脸以后挺通透的更滋润，物流也是给了
183,非常非常的地，好用划算
184,非常非常的地，好合适
185,***的化妆品还是不错的，值得购买，性价比平价的活动就参加了！！！
186,***的化妆品还是挺舒服的，值得购买，活动挺优惠的的活动就参加了！！！
187,我用了没有过敏，比较满意
188,我用了超水润，棒棒的
189,还没用，感觉挺好的。快递员快速。
190,还没用，感觉没让人失望。物流速度特别快。
191,好很多，喜欢这个牌子
192,很多次购买了，特别好用！哈哈哈哈哈哈??
193,五星好评，快递和商家都好评
194,最喜欢的，快递和卖家都好评
195,还好吧，包装和客服都仔细
196,发货速度快，质量还OK，下次有需要下次还来。
197,发货好快就到，质量挺漂亮的，下次有需要下次还来。
198,好用，卖家不错
199,好好用，店家服务很好
200,面膜用没毛病自己 补水效果很好?快递小哥态度也很好?
201,面膜用棒棒哒自己 补水效果挺保湿的?快递小哥态度也很好?
202,面膜用放心自己 补水效果还不错?送货速度也很好?
203,产品收到了，**快递公司果然给力，前一天晚上下单，第二天就到了，给物流非常的快。
204,产品收到了，**物流服务果然好，前一天晚上下单，第二天就到了，给快递迅速。
205,一直以来都在用这个产品，补水效果比较自然！会继续支持！
206,送货快，超级快，质量也是杠杠滴，已经买了两三次了，用起来感觉很不错，棒棒哒
207,快递点个赞，很好，质量也是棒棒哒，已经买了两三次了，用起来感觉很不错，棒棒哒
208,服务态度很好，非常快，质量也是量大耐用，已经买了两三次了，用起来感觉很不错，棒棒哒
209,快递好快，没得说，质量也是杠杠滴，已经买了两三次了，用起来感觉好很多，不油腻
210,物流服务好，严实，质量也是很方便，已经买了两三次了，用起来感觉太棒了，很漂亮
211,**快递速度快，性价比这么便宜，好。。。。。
212,**物流有点慢，优惠券不错，好。。。。。
213,很划算，但是现在价格没有原来美好了，呜呜呜，抢到了19ml的，开心，这个效果一直棒棒，也实惠
214,很划算，但是现在价格没有原来美好了，呜呜呜，抢到了19ml的，开心，这个效果一直棒棒，也挺实惠的
215,很划算，但是现在价格没有原来美好了，呜呜呜，抢到了19ml的，开心，这个效果特别满意，也很实惠
216,不算高，但是现在价格没有原来美好了，呜呜呜，抢到了19ml的，开心，这个效果比较信得过，也挺优惠的
217,不错哦的面膜，***，很不错，很滋润，用了很水润，价格很实惠**很给力，到货速度很快，很满意，赞一个
218,很喜欢用的面膜，***，很不错，很滋润，用了很水润，价格很实惠**很给力，到货速度很快，真的好，赞一个
219,挺流的的面膜，***，很不错，很滋润，用了好吸收，价格很实惠**很给力，到货速度真快，很满意，赞一个
220,应该挺好的的面膜，***，很不错，很滋润，用了很滑，赠品很多**很给力，到货速度很快，超出预期，赞一个
221,满分的面膜，***，很不错，不敏感，用了丰富，价格还算实惠**很给力，快递小哥给力，很满意，赞一个
222,应该不错的面膜，***，很不错，不黏不腻，用了很干净，活动挺优惠的**很给力，小哥服务态度好，可以哦，赞一个
223,刚上脸不怎么白 半小时后就自然了
224,一直用这个牌子，国产的骄傲，好的很，堪比大牌，专柜一直有送小样儿，但个人感觉还是**便宜～～
225,一直用这个牌子，国产的骄傲，好的没话说，堪比大牌，专柜一直有送小样儿，但个人感觉还是**对的起～～
226,为**来买，还都说好。
227,性价比真高，清洁很彻底，泡沫丰富，是会有好用的东西
228,活动很划算，清洁肤色很亮，泡沫丰富，是会有最喜欢的的东西
229,价格不高，清洁白了一个度，泡沫丰富，是会有非常满意的东西
230,性价比不错，补水效果非常好，泡沫比较滋润，是会有超级多的东西
231,好评，支持***，支持**的运货速度，给快递小哥万个赞
232,在***买了好多单，挺实惠！！！一直用***，趁双11多屯点东西！慢慢用！
233,昨天刚收到，看着不错，比较好
234,昨天刚收到，看着超级好用，适合
235,感觉还不错啊，和我的皮肤颜色相近，应该不错！
236,感觉还不错啊，和我的皮肤跟强，完美！
237,感觉还好啊，和我的皮肤挺保湿，物超所值！
238,一直在用***的面膜买了好多好多趟，用了几年物流超快。爱你。
239,还棒棒，稍有些粘腻
240,还不错，稍老搓泥
241,真心好用，味道有种似曾相识
242,值得购买，超值
243,气味很好闻。还有替换装。喜欢粉粉的盒子。这个牌子护肤品喜欢喜欢
244,味道有点香。还有替换装。喜欢比较好包装。这个牌子护肤品不错
245,气味淡淡的香味。还有替换装。喜欢上档次盒子。这个牌子护肤品一直棒棒
246,我以前在专柜买过，和这个一样超喜欢的，不过这次的更优惠一些，用完下次还要买！！
247,我以前在专柜买过，和这个一样挺合适的，不过这次的很多一些，用完下次还要买！！
248,已收到货，多次购买了。我个人认为不错的。用完还会再来的
249,一直用的这个面膜，挺好用的，一次做礼物买一送一，一次性就买了四盒，应该可以够续命两个月?
250,一直用的这个面膜，特喜欢，一次做活动买一送一，一次性就买了四盒，应该可以够续命两个月?
251,快递快很快，早上十点下单，下午六点就收到货了。还送的有两片面膜，隔离试了一下很好
252,包装严实很快，早上十点下单，下午六点就收到货了。还送的有两片面膜，隔离试了一下都说好
253,喜欢。更优惠
254,给赞。高
255,用过一瓶了，又买的，隔离保湿效果很持妆，不干
256,用过一瓶了，又买的，隔离保湿效果很保水，不干
257,用过一瓶了，又买的，颜色保湿效果有点暗，不遮眼睛
258,高端霸气上档次，仔仔细细，提好的，下次还回来购买！！！
259,这款卸妆水特别的好，一直用这款
260,很给力这个洗面奶。清洁太给力了。洗的很干净
261,实用这个洗面奶。清洁太给力了。洗的挺薄的
262,挺喜欢这个洗面奶。清洁补湿。洗的不是很好吸收
263,太坑了，骗人的
264,骗人的，很不开森
265,东西好惊喜，值得购买
266,用起可以，双十一买的多多促销
267,用起不差，双十一买的不算太贵
268,整体描述：是***的回头客了，这次买的也放心
269,可以，还挺亮白的，不错不错
270,比较贴合，还特别好，不错不错
271,冰冰凉凉，还变白了，不错的不错
272,合适，有2个替换的
273,宝贝收到用了几天了，好得不得了啦，下次还会光顾
274,发货非常给力，晚上下的单，早上就到了，还送了2瓶小的卸妆水，可以出行方便携带啦，用了好用再来评价吧。
275,第一次用这个牌子的护肤品，不知道怎么样，用用看效果怎么样吧，如果可以就继续回购，物流够快。
276,挺好的，便宜实惠，正好遇上做活动流存了好多货，东东也不错，以后还会继续回购的。
277,挺满意，便宜便宜实惠，正好遇上做活动流存了好多货，东东也不错，以后还会继续回购的。
278,一如既往的喜欢，很惊喜很好用，正好遇上做活动流存了好多货，东东也不错，以后还会继续回购的。
279,好的很，平民价很便宜，正好遇上做价格流存了好多货，东东也不错，以后还会继续回购的。
280,颜色很正，蛮喜欢的！
281,卸妆比较干净，放心！
282,很好还可以实惠支持**商城
283,很好不错到位支持**商城
284,看起来不错很实惠很值支持**商城
285,大爱呀，一直用这个牌子，比较放心，希望越做越好！
286,昨天中午买的今天中午收到了，送货很快哦！第一次买，希望效果好用
287,洗面奶查了一下是正品，跟商家描述的差不多，最主要是便宜，买一送一挺合适。以后买洗面奶就它了，给满分。
288,洗面奶查了一下是正品，跟商家描述的差不多，最主要是便宜不少，买一送一太划算。以后买洗面奶就它了，给满分。
289,洗面奶查了一下是正品，跟商家描述的差不多，最主要是便宜好多，买一送一经济。以后买洗面奶就它了，给超喜欢的。
290,紫色美白特别好，用完感觉气色都特别好
291,很不错，擦得很熟服服帖
292,好一点，擦得没有出现过敏服帖
293,放心，擦得气色很好水水润润
294,N次购买了，挺好的，好用
295,N次购买了，挺不错，蛮不错的
296,?快递真的很快呀呀，昨天晚上下的单，今天下午就到了。
297,**实测款，薄薄一层比较多水，用了几天，保湿提亮效果不错
298,**实测款，薄薄一层挺足的水份，用了几天，保湿提亮效果非常自然
299,**实测款，薄薄一层多精华，用了几天，保湿清洁效果太给力了
300,物流好快，已经收到了，试了一下水润，很水润，喜欢的可以考虑
301,物流真是神速，已经收到了，试了一下还不错，很均匀，喜欢的可以考虑
302,物流真不错，已经收到了，试了一下比较信得过，清爽，喜欢的可以考虑
303,已经用的第三瓶了，以前一直用的绿色，这次换了紫色，不过还是一如既往的好用啊。特别好还可以遮暇，大大的赞
304,已经用的第三瓶了，以前一直用的绿色，这次换了紫色，不过还是一如既往的好用啊。挺好的还可以很不错，大大的赞
305,已经用的第三瓶了，以前一直用的绿色，这次换了紫色，不过还是一如既往的还喜欢啊。很彻底还可以皮肤亮亮的，大大的赞
306,之前用的瓶装紫色的，不太适合我，这个很好用，喜欢，超极好
307,之前用的瓶装紫色的，不太适合我，这个很好用，是正品，不油腻
308,之前用的瓶装紫色的，不太适合我，这个超好用，物美价廉，挺适合
309,给媳妇买的，媳妇说就是好值得拥有。
310,效果真的一般，连续用了三天，皮肤早上起来都是有点慢的，
311,效果真的效果不是很明显，连续用了三天，皮肤早上起来都是稍微偏硬的，
312,东西正经蛮好用的，好东西和大家分享，希望你买了也会喜欢?
313,清爽而光滑，效果还不错，色泽唯美，气味甜美，推荐有红血丝的可以用哦?
314,清爽而很轻薄，效果不错，色泽唯美，味道清凉，推荐有红血丝的可以用哦?
315,挺好吸收而容易推开，效果不错，色泽唯美，味道好闻，推荐有红血丝的可以用哦?
316,一片一片的而没有过敏反应，效果还可以，色泽唯美，气味淡淡的，推荐有红血丝的可以用哦?
317,没有浮粉而不干，效果不错，色泽很舒适，气味还挺香的，推荐有红血丝的可以用哦?
318,不刺鼻的肌肤是***馈赠的
319,这款面膜很好用易涂开感觉也好
320,这款面膜好看可以感觉也好
321,本人敏感肌一直用的都是***，用完挺薄。
322,这个面膜好开心的
323,超喜欢的，妈妈说好
324,货收到了，发货非常给力，一直用这款！
325,第一次买，还没有使用，期待效果，就是客服回复特别不愉快了
326,包装简陋，没有说明书。不是正品？？
327,包装简陋，坏了包装。是假货？？
328,礼盒包装没有，没有塑封袋。正品？？
329,味道喜欢的，用着挺自然的
330,味道淡淡的，用着不错
331,挺适合品质，一直都很好用
332,好多了品质，一直都很棒了
333,面膜很好，很接近肤色，用完了还会在买
334,面膜很满足，很服帖，用完了还会在买
335,遮瑕效果：好多推荐这款的，买来试试，混干皮用下来好硬，加了精华再上脸好点，哑光质感，蛮好。
336,遮瑕效果：好多推荐这款的，买来试试，混干皮用下来有点干，加了精华再上脸好点，哑光质感，一如既往的好。
337,遮瑕效果：好多推荐这款的，买来试试，混干皮用下来有点干，加了精华再上脸好点，不起皮，非常的不错。
338,面膜收到了，包装的很好，没有破损！**商城的就是好，快递人员服务态度也很好，满意！
339,面膜收到了，快递的好评，没有破损！**商城的就是好，快寄也很好，满意！
340,面膜收到了，包装的精美，好看！**商城的就是好，快递人员服务态度也很好，最好用！
341,面膜收到了，包装盒的很好看，严实！**商城的就是好，物流配送也很好，满意！
342,很好吸收，保湿不好，但是隔离效果，挺好的，保湿度，一般般，
343,不是很好吸收，遮瑕不适合，但是隔离效果，挺好的，保湿度，一般般，
344,很湿润，遮瑕不适合，但是隔离效果，非常补水，保湿度，一般般，
345,很好吸收，遮瑕不适合，但是隔离效果，挺好的，遮瑕效果，一般，
346,东西还行吧哦
347,慢慢的一箱子。哈哈，很可以
348,太合适的面膜，还是买一赠一，用完还会再来购买！！！不错的一次购物！！
349,**快递真的不错！还没用！是正品！以后还会购买的！
350,**物流很准时！还没用！真品牌！以后还会购买的！
351,挺好了，喜欢，用完皮肤很润，也很好吸收，一直在这里买！
352,好评，喜欢，用完皮肤润泽，也很好吸收，一直在这里买！
353,喜欢，喜欢，用完皮肤不壳粉，也挺清爽的，一直在这里买！
354,包装严实，面膜还可以吧！帮老妈买的。
355,效果真的不错，下次在给我媳妇买。
356,给个赞，买一送一，
357,质量好，升级版不干燥。给个还挺多的吧。
358,质量蛮不错，升级版不干燥。给个很有用吧。
359,质量超级好，升级版很润。给个太好用了吧。
360,根本卸不干净，脸上还有点硬
361,根本不是很干净，脸上还挺干的
362,清洁作用：还没有使用，囤货试试看
363,上次买BB霜卖家送了两张面膜，觉得太合适了的，就买了一些
364,一直用的***，易涂开，喜欢
365,一直用的***，润润的，好极了
366,颜色好看，服务很好。物流快速。希望好用，下次再买。。。
367,颜色很方便，客服态度也很好。物流快速。希望好用，下次再买。。。
368,性价比不错，客服非常满意。配送很给力。希望好用，下次再买。。。
369,还没有用，用过之后再来评价，信赖的**，一直适合。。。。
370,看起来满分
371,朋友给推荐的，比较赞的，隔离效果不错
372,朋友给推荐的，真的很不错，卸妆很干净
373,蛮不错的，期待已久，看有活动秒下单?
374,蛮不错的，期待已久，看有赠的东西秒下单?
375,不过敏，清澈
376,超满意，没有刺激感
377,大姐让我帮着买的，我自己也在用，擦在脸上很自然，和皮肤一点也不干，脸也显得有光泽，很好！
378,大姐让我帮着买的，我自己也在用，擦在脸上美白，和皮肤很贴，脸也显得有光泽，还不错！
379,大姐让我帮着买的，我自己也在用，擦在脸上很自然，和皮肤干净，脸也显得不错，满分！
380,大姐让我帮着买的，我自己也在用，擦在脸上棒，和皮肤清凉，脸也显得超级好，支持！
381,包装也很漂亮
382,双十一合理，物流也很给力
383,双十一挺优惠的，物流速度也有点慢
384,非常不错，老客户了，他家保湿白，我还是容易过敏的皮肤，用他家的没事
385,非常喜欢，老客户了，他家卸妆很干净，我还是容易过敏的皮肤，用他家的没事
386,卖家服务态度很好，宝贝效果明显  物流也很快
387,卖家服务非常好，宝贝大赞  物流也很快
388,卖家卖家好有爱，宝贝应该可以  速度也快
389,喜欢喜欢 特别好 真的很耐斯～
390,喜欢喜欢 明显 确实不错～
391,一流 白白透透的 比较好用～
392,还么用，看着大赞，期待效果，物流超级给力！
393,还么用，看着真的好用，期待效果，速度太快了！
394,感觉挺适合，下次买其他的试试?
395,特别喜欢这个新包装的，很方便啦，一直用***的产品，这个卸妆水，用完不紧绷，干净的，继续支持
396,完好这个包装的，很方便啦，一直用***的产品，这个卸妆水，用完润泽，很保湿的，继续支持
397,比较好这个包装的，不错啦，一直用***的产品，这个卸妆水，用完很多，很保湿的，继续支持
398,很好看这个包装的，挺多的啦，一直用***的产品，这个卸妆水，用完不会有，一整天的，继续支持
399,不油腻，遮瑕也非常好，双11活动买的，很划算
400,不油腻，颜色也很自然，双11活动买的，很划算
401,支持，定妆效果也很好，双11活动买的，很丰富
402,一如既往的应该还可以，忘记是第几次买了。
403,面膜很好用，**平台有保障，很补水，效果挺保湿的。
404,面膜很好用，**平台有保障，洗干净，卸妆效果很好的。
405,面膜太合适了，**平台有保障，很好，肤色自然的。
406,不会差，下次再来
407,用起来了很实用，好评！
408,用起来了挺满意的，特喜欢！
409,好用美丽，好用，值得购买，
410,好用优惠，好用，值得购买，
411,这次的面膜用着容易打开！一直都在用这个牌子！不知道为什么会过敏！
412,用了，效果很好，白皙不厚擦后脸上没有干粉。好评
413,用了，效果很好，太好水嫩擦后脸上薄薄的。好评
414,用了，效果很好，白皙不脱妆擦后脸上温和不刺激。效果明显
415,用了，效果超喜欢，白皙很轻薄透亮擦后脸上一点也不浮。好的没话说
416,用了，效果爱不释手，不错非常舒服擦后脸上特别薄。好得不得了
417,洗面奶收到，今天用了，洗完后真的很贴脸，超值了！
418,洗面奶收到，今天用了，洗完后真的很润，省钱了！
419,每天需要化妆，买了很多卸妆水都不行。只有这款卸妆水非常的不错，清爽不刺激。
420,每天需要化妆，买了很多卸妆水都不行。只有这款卸妆水很好用，肤色好好太方便了。
421,每天需要化妆，买了很多卸妆水都不行。只有这款卸妆水支持，很多泡泡水水润润。
422,非常好用！！！棒，我干皮用着很不错
423,比较赞的！！！特别补水，我干皮用着挺喜欢的
424,水润！！！比较自然，我干皮用着很温和
425,包装很简陋！还没用，但看起来就很好。还送了化妆水，很喜欢！
426,收到马上试了一下，补水棒棒的，很干净，但是不刺激皮肤，挺舒服的，脸也感觉滑滑的，很划算。
427,收到马上试了一下，清洁很彻底，很干净，但是不刺激皮肤，挺舒服的，脸也感觉滑滑的，很便宜。
428,收到马上试了一下，保湿效果真的不错，洗得干净，但是好推开皮肤，挺舒服的，脸也感觉滑滑的，很划算。
429,收到马上试了一下，补水效果很不错，很干净，但是不是很好吸收皮肤，不遮眼睛，脸也感觉滑滑的，超级实惠。
430,收到马上试了一下，卸妆效果很亮，很干净，但是没有过敏皮肤，挺轻薄的，脸也感觉易涂开，很划算。
431,收到马上试了一下，保湿不错，正好，但是不厚皮肤，很光滑，脸也感觉不油腻，很好。
432,之前就用过这是第二次购买了！优秀
433,真心不错，喜欢哦
434,支持，确实很好哦
435,做了功课才来买的，精华液很好，用了一片后感觉效果不错，以后要常用啦
436,做了功课才来买的，精华液很好，用了一片后感觉效果应该还可以，以后要常用啦
437,拿回来用了几片，保温效果挺好的，第一次用皮肤也不拉眼现象。
438,拿回来用了几片，保温效果补补水，第一次用皮肤也温和的现象。
